Year,Age,Gender,Rate
1924,65,Female,14927
1924,66,Female,13875.33
1924,67,Female,12976.34
1924,68,Female,11777.14
1924,69,Female,10328.2
1924,70,Female,8927.08
1924,71,Female,7850.82
1924,72,Female,7149.32
1924,73,Female,6548.51
1924,74,Female,6073.91
1924,75,Female,5449.04
1924,76,Female,4847.75
1924,77,Female,4423.16
1924,78,Female,4048.22
1924,79,Female,3573.05
1924,80,Female,3374.93
1924,81,Female,2929.74
1924,82,Female,2562.02
1924,83,Female,2192.36
1924,84,Female,1812.14
1924,85,Female,1416.71
1924,86,Female,1130.65
1924,87,Female,937.49
1924,88,Female,762.56
1924,89,Female,612.44
1924,90,Female,473.52
1924,91,Female,353.49
1924,92,Female,267.79
1924,93,Female,204.39
1924,94,Female,146.31
1924,95,Female,103.23
1924,96,Female,74.19
1924,97,Female,46.38
1924,98,Female,28.04
1924,99,Female,17.22
1924,100,Female,10.68
1924,101,Female,7.76
1924,102,Female,5.2
1924,103,Female,3.26
1924,104,Female,2.74
1924,105,Female,1.71
1924,106,Female,0.74
1924,107,Female,0.24
1924,108,Female,0
1924,109,Female,0
1924,110,Female,0
1925,0,Female,63869.26
1925,1,Female,62536.55
1925,2,Female,62698.64
1925,3,Female,63200.71
1925,4,Female,62211.13
1925,5,Female,59166.81
1925,6,Female,57027.7
1925,7,Female,57444.68
1925,8,Female,58523.26
1925,9,Female,59570.72
1925,10,Female,60870.87
1925,11,Female,60857.3
1925,12,Female,59183.33
1925,13,Female,57457.53
1925,14,Female,55783.45
1925,15,Female,54057.7
1925,16,Female,52803.99
1925,17,Female,52029.15
1925,18,Female,50708.94
1925,19,Female,49255.61
1925,20,Female,48056.99
1925,21,Female,46781.77
1925,22,Female,46349.65
1925,23,Female,46825.13
1925,24,Female,47299.23
1925,25,Female,47254.67
1925,26,Female,46405.15
1925,27,Female,46323.33
1925,28,Female,47048.05
1925,29,Female,47524.37
1925,30,Female,47724.91
1925,31,Female,47924.47
1925,32,Female,48049.94
1925,33,Female,47728.54
1925,34,Female,46606.71
1925,35,Female,45478.99
1925,36,Female,44777.91
1925,37,Female,43730.77
1925,38,Female,42356.57
1925,39,Female,41129.03
1925,40,Female,39856.95
1925,41,Female,37958.81
1925,42,Female,36329.75
1925,43,Female,35476.93
1925,44,Female,34852.3
1925,45,Female,33731
1925,46,Female,31982.66
1925,47,Female,30330.43
1925,48,Female,29203.19
1925,49,Female,28427.06
1925,50,Female,27726.68
1925,51,Female,27002.36
1925,52,Female,26302.26
1925,53,Female,25700.87
1925,54,Female,25151.2
1925,55,Female,24502.59
1925,56,Female,23676.69
1925,57,Female,22779.07
1925,58,Female,21654.67
1925,59,Female,20700.5
1925,60,Female,20201.16
1925,61,Female,19527.18
1925,62,Female,18701.71
1925,63,Female,17727.66
1925,64,Female,16775.9
1925,65,Female,15801.53
1925,66,Female,14552.2
1925,67,Female,13550.02
1925,68,Female,12601.04
1925,69,Female,11377.44
1925,70,Female,9952.37
1925,71,Female,8602.08
1925,72,Female,7550.32
1925,73,Female,6749.31
1925,74,Female,6223.24
1925,75,Female,5673.19
1925,76,Female,5049.01
1925,77,Female,4523.46
1925,78,Female,4097.66
1925,79,Female,3648.57
1925,80,Female,3461.09
1925,81,Female,3023.06
1925,82,Female,2614.02
1925,83,Female,2247.82
1925,84,Female,1890.35
1925,85,Female,1525.76
1925,86,Female,1178.34
1925,87,Female,926.35
1925,88,Female,761.24
1925,89,Female,619.81
1925,90,Female,490.58
1925,91,Female,375.39
1925,92,Female,278.96
1925,93,Female,205.5
1925,94,Female,155.12
1925,95,Female,110.07
1925,96,Female,73.48
1925,97,Female,48.46
1925,98,Female,27.89
1925,99,Female,15.81
1925,100,Female,11.69
1925,101,Female,7.65
1925,102,Female,4.47
1925,103,Female,2.47
1925,104,Female,2.03
1925,105,Female,2.5
1925,106,Female,1.71
1925,107,Female,0.49
1925,108,Female,0
1925,109,Female,0
1925,110,Female,0
1926,0,Female,63449.78
1926,1,Female,62837.8
1926,2,Female,62527.55
1926,3,Female,62848.41
1926,4,Female,63400.33
1926,5,Female,62360.52
1926,6,Female,59341.99
1926,7,Female,57178.11
1926,8,Female,57644.69
1926,9,Female,58848.45
1926,10,Female,59895.59
1926,11,Female,61270.86
1926,12,Female,61157.7
1926,13,Female,59383.3
1926,14,Female,57732.77
1926,15,Female,56008.26
1926,16,Female,54308.1
1926,17,Female,53104.41
1926,18,Female,52354.34
1926,19,Female,51109.33
1926,20,Female,49631.12
1926,21,Female,48432.21
1926,22,Female,47157.04
1926,23,Female,46849.59
1926,24,Female,47275.53
1926,25,Female,47749.74
1926,26,Female,47605.11
1926,27,Female,46805.59
1926,28,Female,46648.55
1926,29,Female,47298.5
1926,30,Female,47724.8
1926,31,Female,47925.31
1926,32,Female,48049.61
1926,33,Female,48175.17
1926,34,Female,47853.76
1926,35,Female,46706.54
1926,36,Female,45604.27
1926,37,Female,44803.11
1926,38,Female,43806.03
1926,39,Female,42381.81
1926,40,Female,41129.06
1926,41,Female,39782.11
1926,42,Female,37884.22
1926,43,Female,36229.83
1926,44,Female,35352.16
1926,45,Female,34702.34
1926,46,Female,33581.03
1926,47,Female,31832.74
1926,48,Female,30230.47
1926,49,Female,29053.21
1926,50,Female,28177
1926,51,Female,27526.72
1926,52,Female,26827.12
1926,53,Female,26052.26
1926,54,Female,25400.9
1926,55,Female,24925.95
1926,56,Female,24227.45
1926,57,Female,23501.55
1926,58,Female,22578.73
1926,59,Female,21354.76
1926,60,Female,20499.9
1926,61,Female,19901.2
1926,62,Female,19227.34
1926,63,Female,18326.41
1926,64,Female,17277.7
1926,65,Female,16375.13
1926,66,Female,15401.68
1926,67,Female,14176.87
1926,68,Female,13149.81
1926,69,Female,12175.83
1926,70,Female,10976.69
1926,71,Female,9552.37
1926,72,Female,8226.21
1926,73,Female,7149.97
1926,74,Female,6348.82
1926,75,Female,5772.6
1926,76,Female,5273.19
1926,77,Female,4724.06
1926,78,Female,4148.3
1926,79,Female,3722.98
1926,80,Female,3484.59
1926,81,Female,3102.7
1926,82,Female,2696.06
1926,83,Female,2289.13
1926,84,Female,1932.45
1926,85,Female,1596.65
1926,86,Female,1278.31
1926,87,Female,972.55
1926,88,Female,757.1
1926,89,Female,620.69
1926,90,Female,500.34
1926,91,Female,397.43
1926,92,Female,304.11
1926,93,Female,215.89
1926,94,Female,154.68
1926,95,Female,115.1
1926,96,Female,77.59
1926,97,Female,48
1926,98,Female,29.22
1926,99,Female,15.66
1926,100,Female,10.53
1926,101,Female,9.47
1926,102,Female,5.88
1926,103,Female,2.47
1926,104,Female,0.98
1926,105,Female,1.3
1926,106,Female,1.75
1926,107,Female,0.72
1926,108,Female,0
1926,109,Female,0
1926,110,Female,0
1927,0,Female,62765.93
1927,1,Female,62430.68
1927,2,Female,62853.08
1927,3,Female,62626.8
1927,4,Female,63048.23
1927,5,Female,63549.95
1927,6,Female,62560.52
1927,7,Female,59567.26
1927,8,Female,57378.09
1927,9,Female,57994.68
1927,10,Female,59172.95
1927,11,Female,60270.41
1927,12,Female,61620.8
1927,13,Female,61357.68
1927,14,Female,59683.32
1927,15,Female,57957.94
1927,16,Female,56333.45
1927,17,Female,54658.05
1927,18,Female,53454.35
1927,19,Female,52829.45
1927,20,Female,51534.8
1927,21,Female,50031.11
1927,22,Female,48907.8
1927,23,Female,47657.05
1927,24,Female,47399.97
1927,25,Female,47800.78
1927,26,Female,48174.92
1927,27,Female,48080.29
1927,28,Female,47180.81
1927,29,Female,46998.96
1927,30,Female,47598.91
1927,31,Female,47974.8
1927,32,Female,48100.5
1927,33,Female,48199.6
1927,34,Female,48325.12
1927,35,Female,47978.72
1927,36,Female,46856.5
1927,37,Female,45654.13
1927,38,Female,44903.07
1927,39,Female,43855.99
1927,40,Female,42381.75
1927,41,Female,41104.21
1927,42,Female,39732.14
1927,43,Female,37784.1
1927,44,Female,36154.94
1927,45,Female,35202.12
1927,46,Female,34577.44
1927,47,Female,33405.78
1927,48,Female,31707.55
1927,49,Female,30080.49
1927,50,Female,28803.04
1927,51,Female,27976.95
1927,52,Female,27326.6
1927,53,Female,26577.08
1927,54,Female,25752.24
1927,55,Female,25150.79
1927,56,Female,24625.87
1927,57,Female,24002.19
1927,58,Female,23226.05
1927,59,Female,22278.68
1927,60,Female,21129.01
1927,61,Female,20200.03
1927,62,Female,19601.11
1927,63,Female,18852.56
1927,64,Female,17901.48
1927,65,Female,16851.76
1927,66,Female,15950.06
1927,67,Female,14976.19
1927,68,Female,13776.52
1927,69,Female,12699.64
1927,70,Female,11775.09
1927,71,Female,10501.72
1927,72,Female,9151.79
1927,73,Female,7801.08
1927,74,Female,6674.66
1927,75,Female,5923.48
1927,76,Female,5372.68
1927,77,Female,4923.18
1927,78,Female,4323.45
1927,79,Female,3798.27
1927,80,Female,3508.69
1927,81,Female,3143.18
1927,82,Female,2779.58
1927,83,Female,2353.26
1927,84,Female,1958.49
1927,85,Female,1632.24
1927,86,Female,1331.49
1927,87,Female,1043.28
1927,88,Female,777.57
1927,89,Female,604.11
1927,90,Female,492.41
1927,91,Female,399.6
1927,92,Female,324.08
1927,93,Female,238.34
1927,94,Female,159.31
1927,95,Female,112.86
1927,96,Female,80.34
1927,97,Female,50.12
1927,98,Female,29.99
1927,99,Female,17.24
1927,100,Female,9.36
1927,101,Female,6.82
1927,102,Female,6.24
1927,103,Female,3.69
1927,104,Female,1.72
1927,105,Female,0.48
1927,106,Female,0.53
1927,107,Female,0.75
1927,108,Female,0.24
1927,109,Female,0
1927,110,Female,0
1928,0,Female,62485.78
1928,1,Female,61661.66
1928,2,Female,62320.23
1928,3,Female,62852.41
1928,4,Female,62775.91
1928,5,Female,63147.29
1928,6,Female,63699.49
1928,7,Female,62785.31
1928,8,Female,59741.81
1928,9,Female,57677.69
1928,10,Female,58243.99
1928,11,Female,59447.27
1928,12,Female,60570.01
1928,13,Female,61795.6
1928,14,Female,61632.45
1928,15,Female,59958.5
1928,16,Female,58257.58
1928,17,Female,56658.25
1928,18,Female,54982.83
1928,19,Female,53929.12
1928,20,Female,53254.56
1928,21,Female,51909.61
1928,22,Female,50555.95
1928,23,Female,49357.4
1928,24,Female,48181.48
1928,25,Female,47849.23
1928,26,Female,48200.38
1928,27,Female,48624.52
1928,28,Female,48455.14
1928,29,Female,47530.39
1928,30,Female,47298.52
1928,31,Female,47773.29
1928,32,Female,48124.37
1928,33,Female,48200.11
1928,34,Female,48299.15
1928,35,Female,48424.52
1928,36,Female,48027.93
1928,37,Female,46856.11
1928,38,Female,45703.88
1928,39,Female,44902.66
1928,40,Female,43830.83
1928,41,Female,42331.33
1928,42,Female,41029.07
1928,43,Female,39606.99
1928,44,Female,37683.74
1928,45,Female,36005.08
1928,46,Female,35076.95
1928,47,Female,34352.31
1928,48,Female,33205.4
1928,49,Female,31507.14
1928,50,Female,29805.21
1928,51,Female,28603.1
1928,52,Female,27726.6
1928,53,Female,27051.43
1928,54,Female,26277.1
1928,55,Female,25502.18
1928,56,Female,24850.81
1928,57,Female,24350.72
1928,58,Female,23677.03
1928,59,Female,22900.9
1928,60,Female,22003
1928,61,Female,20829.04
1928,62,Female,19899.68
1928,63,Female,19276.35
1928,64,Female,18452.62
1928,65,Female,17425.52
1928,66,Female,16376.7
1928,67,Female,15474.69
1928,68,Female,14550.67
1928,69,Female,13326.58
1928,70,Female,12273.95
1928,71,Female,11275.69
1928,72,Female,10101.28
1928,73,Female,8676.32
1928,74,Female,7275.79
1928,75,Female,6274.09
1928,76,Female,5523.57
1928,77,Female,5022.96
1928,78,Female,4497.61
1928,79,Female,3948.6
1928,80,Female,3544.93
1928,81,Female,3170.1
1928,82,Female,2816.1
1928,83,Female,2429.67
1928,84,Female,2022.46
1928,85,Female,1657.96
1928,86,Female,1353.19
1928,87,Female,1082.18
1928,88,Female,831.47
1928,89,Female,612.3
1928,90,Female,467.12
1928,91,Female,380.96
1928,92,Female,317.27
1928,93,Female,250.77
1928,94,Female,177.49
1928,95,Female,115.27
1928,96,Female,76.87
1928,97,Female,51.62
1928,98,Female,29.64
1928,99,Female,16.02
1928,100,Female,10.68
1928,101,Female,6.12
1928,102,Female,4.03
1928,103,Female,4.26
1928,104,Female,2.45
1928,105,Female,0.75
1928,106,Female,0.24
1928,107,Female,0.27
1928,108,Female,0.5
1928,109,Female,0.24
1928,110,Female,0
1929,0,Female,61426.79
1929,1,Female,61334.06
1929,2,Female,61374.84
1929,3,Female,62219.65
1929,4,Female,62851.27
1929,5,Female,62775.09
1929,6,Female,63171.66
1929,7,Female,63823.84
1929,8,Female,62884.86
1929,9,Female,59941.48
1929,10,Female,57826.96
1929,11,Female,58343.15
1929,12,Female,59621.71
1929,13,Female,60669.59
1929,14,Female,61995.22
1929,15,Female,61882.09
1929,16,Female,60183.31
1929,17,Female,58507.22
1929,18,Female,56933.09
1929,19,Female,55357.22
1929,20,Female,54253.85
1929,21,Female,53528.99
1929,22,Female,52308.83
1929,23,Female,50855.16
1929,24,Female,49681.43
1929,25,Female,48430.74
1929,26,Female,48098.47
1929,27,Female,48474.42
1929,28,Female,48898.96
1929,29,Female,48654.35
1929,30,Female,47679.69
1929,31,Female,47323
1929,32,Female,47797.74
1929,33,Female,48098.82
1929,34,Female,48199.77
1929,35,Female,48248.18
1929,36,Female,48273.76
1929,37,Female,47952.8
1929,38,Female,46780.57
1929,39,Female,45603.46
1929,40,Female,44802.36
1929,41,Female,43680.42
1929,42,Female,42206.35
1929,43,Female,40828.72
1929,44,Female,39431.85
1929,45,Female,37483.47
1929,46,Female,35779.43
1929,47,Female,34801.81
1929,48,Female,34077.24
1929,49,Female,32905.1
1929,50,Female,31182.04
1929,51,Female,29580.06
1929,52,Female,28277.94
1929,53,Female,27426.68
1929,54,Female,26726.32
1929,55,Female,26001.93
1929,56,Female,25202.32
1929,57,Female,24525.72
1929,58,Female,23975.62
1929,59,Female,23301.97
1929,60,Female,22575.32
1929,61,Female,21703.16
1929,62,Female,20529.2
1929,63,Female,19574.56
1929,64,Female,18876.51
1929,65,Female,17977.39
1929,66,Female,16925.76
1929,67,Female,15851.58
1929,68,Female,14999.65
1929,69,Female,14075.85
1929,70,Female,12850.75
1929,71,Female,11774.25
1929,72,Female,10824.75
1929,73,Female,9575.97
1929,74,Female,8101.29
1929,75,Female,6850.14
1929,76,Female,5823.9
1929,77,Female,5148.69
1929,78,Female,4572.63
1929,79,Female,4098.06
1929,80,Female,3703.14
1929,81,Female,3193.55
1929,82,Female,2837.87
1929,83,Female,2469.76
1929,84,Female,2093.32
1929,85,Female,1708
1929,86,Female,1367.18
1929,87,Female,1094.11
1929,88,Female,869.11
1929,89,Female,660.01
1929,90,Female,472.82
1929,91,Female,352.99
1929,92,Female,287.94
1929,93,Female,232.99
1929,94,Female,183.2
1929,95,Female,125.89
1929,96,Female,79.32
1929,97,Female,50.37
1929,98,Female,28.64
1929,99,Female,15.16
1929,100,Female,10.25
1929,101,Female,7.94
1929,102,Female,4.17
1929,103,Female,2.52
1929,104,Female,1.99
1929,105,Female,0.98
